Frame Index ,Area (microns^2) ,Centroid X (microns) ,Centroid Y (microns) ,Width (microns) ,Height (microns) ,Aspect Ratio ,Solidity
       3498 ,      76806000.0 ,                 650 ,                1850 ,            510 ,             740 ,      0.6892 ,  0.9873
       3499 ,      59083500.0 ,                 630 ,                1760 ,            440 ,             700 ,      0.6286 ,  0.9822
       3500 ,      39907500.0 ,                 620 ,                 200 ,            410 ,             460 ,      0.8913 ,  0.9784
       3501 ,      60613500.0 ,                 650 ,                 990 ,            450 ,             700 ,      0.6429 ,  0.9778
       3502 ,     133084500.0 ,                 620 ,                1010 ,            540 ,            1220 ,      0.4426 ,  0.978
       3503 ,      66733500.0 ,                 620 ,                1110 ,            480 ,             700 ,      0.6857 ,  0.9841
       3504 ,      62628000.0 ,                 640 ,                 890 ,            440 ,             700 ,      0.6286 ,  0.9806
       3505 ,      61582500.0 ,                 610 ,                1530 ,            520 ,             610 ,      0.8525 ,  0.988
       3506 ,      22899000.0 ,                 600 ,                 100 ,            500 ,             270 ,      1.8519 ,  0.964
       3507 ,      54442500.0 ,                 620 ,                2250 ,            430 ,             620 ,      0.6935 ,  0.9814
       3508 ,      99781500.0 ,                 660 ,                2000 ,            560 ,             890 ,      0.6292 ,  0.9805
       3509 ,      97537500.0 ,                 640 ,                 440 ,            570 ,             870 ,      0.6552 ,  0.9794
       3510 ,      45925500.0 ,                 640 ,                1800 ,            400 ,             590 ,      0.678  ,  0.9785
       3512 ,      71323500.0 ,                 680 ,                2080 ,            530 ,             680 ,      0.7794 ,  0.983
       3513 ,      37867500.0 ,                 630 ,                2350 ,            410 ,             440 ,      0.9318 ,  0.982
       3514 ,      54825000.0 ,                 610 ,                 850 ,            450 ,             630 ,      0.7143 ,  0.9801
       3515 ,      79356000.0 ,                 670 ,                1850 ,            510 ,             780 ,      0.6538 ,  0.9845
       3516 ,      72522000.0 ,                 660 ,                 320 ,            510 ,             670 ,      0.7612 ,  0.9799
       3517 ,      65790000.0 ,                 660 ,                2210 ,            500 ,             680 ,      0.7353 ,  0.9811
       3518 ,      65943000.0 ,                 650 ,                 620 ,            510 ,             670 ,      0.7612 ,  0.9858
       3519 ,      55207500.0 ,                 660 ,                1740 ,            440 ,             650 ,      0.6769 ,  0.9778
       3520 ,      32946000.0 ,                 650 ,                 170 ,            400 ,             400 ,      1.0    ,  0.9809
       3522 ,      64668000.0 ,                 620 ,                1420 ,            470 ,             690 ,      0.6812 ,  0.9863
       3523 ,      66529500.0 ,                 620 ,                 920 ,            480 ,             690 ,      0.6957 ,  0.9848
       3524 ,      62959500.0 ,                 680 ,                1380 ,            470 ,             710 ,      0.662  ,  0.9789
       3525 ,      64362000.0 ,                 620 ,                1520 ,            480 ,             710 ,      0.6761 ,  0.9774
       3526 ,      63979500.0 ,                 640 ,                1980 ,            490 ,             670 ,      0.7313 ,  0.9852
       3527 ,      58981500.0 ,                 610 ,                 390 ,            480 ,             640 ,      0.75   ,  0.98
       3528 ,      56992500.0 ,                 660 ,                1400 ,            460 ,             660 ,      0.697  ,  0.984
       3529 ,     102714000.0 ,                 640 ,                1520 ,            580 ,             880 ,      0.6591 ,  0.9885
       3530 ,      56890500.0 ,                 630 ,                1090 ,            430 ,             650 ,      0.6615 ,  0.9858
       3532 ,      82186500.0 ,                 650 ,                 910 ,            500 ,             800 ,      0.625  ,  0.9871
       3533 ,      82951500.0 ,                 660 ,                2070 ,            560 ,             740 ,      0.7568 ,  0.9867
       3534 ,      81090000.0 ,                 640 ,                 510 ,            570 ,             720 ,      0.7917 ,  0.9861
       3535 ,      51969000.0 ,                 610 ,                1180 ,            420 ,             620 ,      0.6774 ,  0.9832
       3536 ,      49036500.0 ,                 610 ,                1620 ,            440 ,             570 ,      0.7719 ,  0.9825
       3537 ,      49648500.0 ,                 690 ,                1380 ,            410 ,             630 ,      0.6508 ,  0.977
       3539 ,      51331500.0 ,                 590 ,                 820 ,            400 ,             660 ,      0.6061 ,  0.98
       3540 ,      61684500.0 ,                 620 ,                 880 ,            460 ,             680 ,      0.6765 ,  0.983
       3541 ,      54595500.0 ,                 660 ,                2160 ,            430 ,             640 ,      0.6719 ,  0.9798
       3542 ,      54952500.0 ,                 640 ,                 530 ,            430 ,             630 ,      0.6825 ,  0.9851
       3543 ,      60766500.0 ,                 660 ,                1860 ,            440 ,             710 ,      0.6197 ,  0.9842
       3544 ,      49240500.0 ,                 640 ,                 250 ,            400 ,             570 ,      0.7018 ,  0.9809
       3545 ,      41820000.0 ,                 640 ,                2350 ,            450 ,             450 ,      1.0    ,  0.9831
       3546 ,      74230500.0 ,                 620 ,                 940 ,            490 ,             750 ,      0.6533 ,  0.9855
       3547 ,      68595000.0 ,                 630 ,                1730 ,            430 ,             790 ,      0.5443 ,  0.9813
       3548 ,      81574500.0 ,                 680 ,                1420 ,            470 ,             850 ,      0.5529 ,  0.9855
       3549 ,      62857500.0 ,                 660 ,                2000 ,            480 ,             680 ,      0.7059 ,  0.9815
       3550 ,      59440500.0 ,                 630 ,                 380 ,            470 ,             660 ,      0.7121 ,  0.9813
       3551 ,      52402500.0 ,                 640 ,                1000 ,            430 ,             630 ,      0.6825 ,  0.9812
       3552 ,      69972000.0 ,                 670 ,                2120 ,            520 ,             690 ,      0.7536 ,  0.9813
       3553 ,      70890000.0 ,                 650 ,                 540 ,            520 ,             690 ,      0.7536 ,  0.9865
       3554 ,      44523000.0 ,                 650 ,                1740 ,            360 ,             600 ,      0.6    ,  0.9804
       3555 ,      27412500.0 ,                 640 ,                 150 ,            350 ,             360 ,      0.9722 ,  0.9826
       3557 ,      67804500.0 ,                 650 ,                1420 ,            470 ,             710 ,      0.662  ,  0.9875
       3558 ,      79305000.0 ,                 640 ,                1310 ,            530 ,             750 ,      0.7067 ,  0.9845
       3559 ,      61327500.0 ,                 610 ,                 930 ,            430 ,             760 ,      0.5658 ,  0.9816
       3561 ,     242964000.0 ,                 630 ,                1520 ,            890 ,            1380 ,      0.6449 ,  0.9641
       3565 ,      60868500.0 ,                 690 ,                1960 ,            400 ,             720 ,      0.5556 ,  0.9833
       3566 ,      52020000.0 ,                 680 ,                 300 ,            370 ,             650 ,      0.5692 ,  0.9795
       3569 ,      68850000.0 ,                 660 ,                 990 ,            500 ,             750 ,      0.6667 ,  0.9783
       3570 ,      98736000.0 ,                 640 ,                1040 ,            530 ,             900 ,      0.5889 ,  0.9847
       3571 ,      57324000.0 ,                 670 ,                 850 ,            460 ,             650 ,      0.7077 ,  0.9817
       3572 ,      51892500.0 ,                 690 ,                1630 ,            430 ,             620 ,      0.6935 ,  0.9829
       3573 ,      76551000.0 ,                 650 ,                 940 ,            490 ,             800 ,      0.6125 ,  0.9821
       3574 ,      67906500.0 ,                 630 ,                1050 ,            450 ,             730 ,      0.6164 ,  0.9858
       3575 ,      65229000.0 ,                 600 ,                1590 ,            470 ,             690 ,      0.6812 ,  0.9839
       3577 ,      59440500.0 ,                 640 ,                1220 ,            450 ,             640 ,      0.7031 ,  0.984
       3578 ,      60511500.0 ,                 680 ,                2320 ,            560 ,             540 ,      1.037  ,  0.9868
       3579 ,     116994000.0 ,                 660 ,                1000 ,            600 ,             990 ,      0.6061 ,  0.9856
       3580 ,      73822500.0 ,                 670 ,                2070 ,            510 ,             730 ,      0.6986 ,  0.983
       3581 ,      71680500.0 ,                 650 ,                 470 ,            500 ,             720 ,      0.6944 ,  0.983
       3582 ,      80682000.0 ,                 650 ,                1860 ,            490 ,             800 ,      0.6125 ,  0.9884
       3584 ,      64438500.0 ,                 670 ,                 640 ,            530 ,             640 ,      0.8281 ,  0.9829
       3585 ,      59415000.0 ,                 610 ,                1620 ,            440 ,             700 ,      0.6286 ,  0.9808
       3586 ,      72063000.0 ,                 680 ,                1090 ,            500 ,             760 ,      0.6579 ,  0.9796
       3587 ,      55284000.0 ,                 630 ,                1510 ,            420 ,             660 ,      0.6364 ,  0.9819
       3588 ,      41182500.0 ,                 640 ,                1840 ,            390 ,             540 ,      0.7222 ,  0.9757
       3589 ,      34348500.0 ,                 620 ,                 210 ,            360 ,             450 ,      0.8    ,  0.9727
       3590 ,      60996000.0 ,                 660 ,                1120 ,            510 ,             620 ,      0.8226 ,  0.9824
       3591 ,      77596500.0 ,                 670 ,                1130 ,            520 ,             770 ,      0.6753 ,  0.9822
       3592 ,      65509500.0 ,                 660 ,                1110 ,            430 ,             780 ,      0.5513 ,  0.9806
       3593 ,      74842500.0 ,                 610 ,                1600 ,            480 ,             800 ,      0.6    ,  0.9756
       3594 ,      72292500.0 ,                 620 ,                2050 ,            450 ,             780 ,      0.5769 ,  0.9824
       3595 ,      68799000.0 ,                 600 ,                 460 ,            460 ,             740 ,      0.6216 ,  0.9856
       3597 ,     188827500.0 ,                 660 ,                 720 ,            600 ,            1460 ,      0.411  ,  0.9805
       3598 ,      67422000.0 ,                 610 ,                1520 ,            480 ,             690 ,      0.6957 ,  0.9865
       3599 ,      28509000.0 ,                 590 ,                 120 ,            470 ,             300 ,      1.5667 ,  0.9765
       3600 ,      45798000.0 ,                 650 ,                1070 ,            400 ,             590 ,      0.678  ,  0.9762
       3601 ,      46384500.0 ,                 620 ,                2120 ,            350 ,             770 ,      0.4545 ,  0.9552
       3602 ,      39066000.0 ,                 610 ,                 510 ,            340 ,             590 ,      0.5763 ,  0.9806
       3603 ,      55309500.0 ,                 640 ,                2100 ,            430 ,             630 ,      0.6825 ,  0.981
       3604 ,      57043500.0 ,                 620 ,                 470 ,            470 ,             620 ,      0.7581 ,  0.9838
       3605 ,      50898000.0 ,                 640 ,                1890 ,            450 ,             560 ,      0.8036 ,  0.9814
       3606 ,      46614000.0 ,                 620 ,                 270 ,            420 ,             530 ,      0.7925 ,  0.9851
       3608 ,      43860000.0 ,                 620 ,                 520 ,            410 ,             600 ,      0.6833 ,  0.9691
       3609 ,      51612000.0 ,                 640 ,                2310 ,            460 ,             540 ,      0.8519 ,  0.9813
       3610 ,      62245500.0 ,                 630 ,                 740 ,            470 ,             650 ,      0.7231 ,  0.9831
       3611 ,      69844500.0 ,                 660 ,                2040 ,            490 ,             730 ,      0.6712 ,  0.9833
       3612 ,      69258000.0 ,                 650 ,                 460 ,            510 ,             710 ,      0.7183 ,  0.9832
       3613 ,      68926500.0 ,                 660 ,                2300 ,            600 ,             570 ,      1.0526 ,  0.9836
       3615 ,      53652000.0 ,                 580 ,                 350 ,            470 ,             610 ,      0.7705 ,  0.9757
       3616 ,      79152000.0 ,                 650 ,                1370 ,            480 ,             840 ,      0.5714 ,  0.9853
       3617 ,      52683000.0 ,                 620 ,                 840 ,            420 ,             610 ,      0.6885 ,  0.9839
       3618 ,      64132500.0 ,                 670 ,                1390 ,            390 ,             780 ,      0.5    ,  0.9842
       3619 ,      67600500.0 ,                 630 ,                1430 ,            460 ,             710 ,      0.6479 ,  0.986
       3620 ,     118243500.0 ,                 660 ,                1940 ,            640 ,             950 ,      0.6737 ,  0.9851
       3621 ,     113322000.0 ,                 650 ,                 460 ,            630 ,             900 ,      0.7    ,  0.9812
       3622 ,      71272500.0 ,                 660 ,                1690 ,            510 ,             710 ,      0.7183 ,  0.9844
       3623 ,      48781500.0 ,                 640 ,                 190 ,            510 ,             450 ,      1.1333 ,  0.9847
       3624 ,      58191000.0 ,                 630 ,                1960 ,            440 ,             670 ,      0.6567 ,  0.9802
       3625 ,      52759500.0 ,                 610 ,                 330 ,            410 ,             640 ,      0.6406 ,  0.9791
       3626 ,      59568000.0 ,                 670 ,                1830 ,            420 ,             680 ,      0.6176 ,  0.9836
       3627 ,      86649000.0 ,                 640 ,                2210 ,            560 ,             740 ,      0.7568 ,  0.9837
       3628 ,      96492000.0 ,                 620 ,                 730 ,            590 ,             810 ,      0.7284 ,  0.9857
       3629 ,      68799000.0 ,                 620 ,                2020 ,            440 ,             860 ,      0.5116 ,  0.9711
       3630 ,      62602500.0 ,                 610 ,                 400 ,            400 ,             760 ,      0.5263 ,  0.9829
       3631 ,      50235000.0 ,                 650 ,                 780 ,            430 ,             610 ,      0.7049 ,  0.9743
       3632 ,      75097500.0 ,                 620 ,                1390 ,            440 ,             870 ,      0.5057 ,  0.9708
       3633 ,      83793000.0 ,                 630 ,                2050 ,            470 ,             890 ,      0.5281 ,  0.9842
       3634 ,      81625500.0 ,                 610 ,                 520 ,            490 ,             880 ,      0.5568 ,  0.9824
       3635 ,      81931500.0 ,                 640 ,                1190 ,            470 ,             870 ,      0.5402 ,  0.9779
       3636 ,      65866500.0 ,                 650 ,                1450 ,            500 ,             680 ,      0.7353 ,  0.9841
       3637 ,      56380500.0 ,                 620 ,                1020 ,            460 ,             620 ,      0.7419 ,  0.985
       3638 ,      57630000.0 ,                 650 ,                1990 ,            410 ,             700 ,      0.5857 ,  0.9767
       3639 ,      52224000.0 ,                 630 ,                 340 ,            380 ,             660 ,      0.5758 ,  0.9823
       3640 ,      60868500.0 ,                 640 ,                1610 ,            450 ,             690 ,      0.6522 ,  0.9832
       3641 ,      31594500.0 ,                 620 ,                 140 ,            470 ,             340 ,      1.3824 ,  0.9813
       3642 ,      88230000.0 ,                 620 ,                1730 ,            570 ,             780 ,      0.7308 ,  0.9865
       3643 ,      66070500.0 ,                 610 ,                 240 ,            560 ,             550 ,      1.0182 ,  0.9852
       3644 ,      53269500.0 ,                 640 ,                1730 ,            420 ,             640 ,      0.6562 ,  0.9844
       3645 ,      37893000.0 ,                 620 ,                 180 ,            440 ,             420 ,      1.0476 ,  0.9786
       3646 ,      83767500.0 ,                 650 ,                1500 ,            530 ,             790 ,      0.6709 ,  0.9855
       3647 ,      34068000.0 ,                 640 ,                 120 ,            550 ,             300 ,      1.8333 ,  0.9765
       3648 ,      66223500.0 ,                 680 ,                1960 ,            460 ,             680 ,      0.6765 ,  0.9876
       3649 ,      61429500.0 ,                 660 ,                 340 ,            470 ,             660 ,      0.7121 ,  0.9779
       3650 ,      62883000.0 ,                 620 ,                 730 ,            480 ,             680 ,      0.7059 ,  0.9784
       3651 ,      86088000.0 ,                 650 ,                1650 ,            510 ,             850 ,      0.6    ,  0.9833
       3652 ,      79840500.0 ,                 660 ,                 770 ,            510 ,             800 ,      0.6375 ,  0.9844
       3653 ,      51561000.0 ,                 630 ,                1560 ,            420 ,             620 ,      0.6774 ,  0.9828
       3654 ,      70227000.0 ,                 660 ,                1440 ,            510 ,             720 ,      0.7083 ,  0.9834
       3656 ,      46741500.0 ,                 640 ,                 930 ,            380 ,             620 ,      0.6129 ,  0.9802
       3657 ,      60027000.0 ,                 650 ,                2260 ,            450 ,             650 ,      0.6923 ,  0.9812
       3658 ,      73108500.0 ,                 640 ,                 730 ,            480 ,             800 ,      0.6    ,  0.9787
       3659 ,      76602000.0 ,                 660 ,                1700 ,            500 ,             800 ,      0.625  ,  0.9844
       3660 ,      46563000.0 ,                 650 ,                 200 ,            480 ,             460 ,      1.0435 ,  0.9848
       3661 ,      60639000.0 ,                 660 ,                1190 ,            500 ,             620 ,      0.8065 ,  0.9835
       3663 ,      59517000.0 ,                 600 ,                 630 ,            470 ,             670 ,      0.7015 ,  0.9791
       3664 ,      70456500.0 ,                 650 ,                1540 ,            480 ,             790 ,      0.6076 ,  0.9746
       3665 ,      29452500.0 ,                 620 ,                 120 ,            490 ,             310 ,      1.5806 ,  0.9664
       3666 ,     110772000.0 ,                 660 ,                1390 ,            600 ,             950 ,      0.6316 ,  0.9818
       3667 ,      67090500.0 ,                 640 ,                1500 ,            490 ,             700 ,      0.7    ,  0.9868
       3668 ,      60715500.0 ,                 630 ,                2220 ,            450 ,             680 ,      0.6618 ,  0.981
       3669 ,      65790000.0 ,                 610 ,                 610 ,            510 ,             700 ,      0.7286 ,  0.9811
       3670 ,      54442500.0 ,                 680 ,                2270 ,            440 ,             600 ,      0.7333 ,  0.9842
       3671 ,      57808500.0 ,                 660 ,                 670 ,            480 ,             640 ,      0.75   ,  0.9821
       3672 ,      69921000.0 ,                 650 ,                1740 ,            490 ,             730 ,      0.6712 ,  0.9844
       3673 ,      47812500.0 ,                 630 ,                 210 ,            460 ,             500 ,      0.92   ,  0.9836
       3674 ,      71578500.0 ,                 650 ,                1500 ,            500 ,             730 ,      0.6849 ,  0.9821
       3675 ,      79432500.0 ,                 650 ,                2120 ,            490 ,             830 ,      0.5904 ,  0.9788
       3677 ,      66096000.0 ,                 630 ,                 970 ,            440 ,             740 ,      0.5946 ,  0.982
       3678 ,      73695000.0 ,                 620 ,                1680 ,            510 ,             730 ,      0.6986 ,  0.9851
       3679 ,      51229500.0 ,                 630 ,                1000 ,            410 ,             630 ,      0.6508 ,  0.9822
       3680 ,      65356500.0 ,                 630 ,                2200 ,            470 ,             710 ,      0.662  ,  0.9814
       3681 ,      68263500.0 ,                 610 ,                 640 ,            520 ,             710 ,      0.7324 ,  0.9824
       3683 ,      29835000.0 ,                 440 ,                 330 ,            280 ,             580 ,      0.4828 ,  0.9685
       3684 ,      93585000.0 ,                 640 ,                2090 ,            540 ,             860 ,      0.6279 ,  0.9805
       3686 ,      65254500.0 ,                 650 ,                2200 ,            420 ,             740 ,      0.5676 ,  0.9831
       3687 ,      71323500.0 ,                 630 ,                 610 ,            450 ,             800 ,      0.5625 ,  0.981
       3688 ,     132294000.0 ,                 620 ,                1260 ,            600 ,            1060 ,      0.566  ,  0.9836
       3689 ,      43681500.0 ,                 610 ,                 140 ,            620 ,             360 ,      1.7222 ,  0.9735
       3690 ,      59797500.0 ,                 640 ,                 790 ,            470 ,             640 ,      0.7344 ,  0.9839
       3691 ,      68136000.0 ,                 650 ,                2240 ,            480 ,             650 ,      0.7385 ,  0.9879
       3692 ,      75021000.0 ,                 630 ,                 680 ,            550 ,             710 ,      0.7746 ,  0.9833
       3693 ,      74919000.0 ,                 690 ,                1550 ,            530 ,             740 ,      0.7162 ,  0.9829
       3694 ,      58038000.0 ,                 610 ,                1070 ,            480 ,             660 ,      0.7273 ,  0.9786
       3695 ,      60741000.0 ,                 650 ,                1830 ,            490 ,             660 ,      0.7424 ,  0.9752
       3696 ,      47812500.0 ,                 630 ,                 240 ,            420 ,             530 ,      0.7925 ,  0.9799
       3697 ,      83691000.0 ,                 640 ,                1590 ,            580 ,             750 ,      0.7733 ,  0.9841
       3698 ,      59797500.0 ,                 670 ,                 960 ,            460 ,             700 ,      0.6571 ,  0.9759
       3699 ,      56559000.0 ,                 640 ,                1160 ,            430 ,             680 ,      0.6324 ,  0.9807
       3700 ,     275374500.0 ,                 890 ,                1350 ,            710 ,            2260 ,      0.3142 ,  0.8301
       3702 ,     103759500.0 ,                 650 ,                2160 ,            620 ,             800 ,      0.775  ,  0.9802
       3703 ,     107304000.0 ,                 630 ,                 630 ,            640 ,             840 ,      0.7619 ,  0.9863
       3704 ,      73567500.0 ,                 650 ,                1800 ,            500 ,             840 ,      0.5952 ,  0.9652
       3705 ,      56431500.0 ,                 640 ,                 250 ,            480 ,             550 ,      0.8727 ,  0.9805
       3706 ,      64260000.0 ,                 620 ,                1730 ,            460 ,             690 ,      0.6667 ,  0.9836
       3707 ,      55845000.0 ,                 650 ,                1190 ,            420 ,             640 ,      0.6562 ,  0.9828
       3708 ,      69946500.0 ,                 620 ,                2200 ,            490 ,             700 ,      0.7    ,  0.9786
       3709 ,      71170500.0 ,                 610 ,                 630 ,            500 ,             720 ,      0.6944 ,  0.9824
       3710 ,      80427000.0 ,                 650 ,                1220 ,            510 ,             810 ,      0.6296 ,  0.9834
       3711 ,      65076000.0 ,                 680 ,                1580 ,            520 ,             660 ,      0.7879 ,  0.9782
       3712 ,      61251000.0 ,                 630 ,                1630 ,            370 ,             870 ,      0.4253 ,  0.9744
       3713 ,      46665000.0 ,                 630 ,                1980 ,            380 ,             630 ,      0.6032 ,  0.9756
       3714 ,      46206000.0 ,                 610 ,                 390 ,            380 ,             640 ,      0.5938 ,  0.9778
       3715 ,      79305000.0 ,                 660 ,                1960 ,            530 ,             760 ,      0.6974 ,  0.9814
       3716 ,      77545500.0 ,                 640 ,                 410 ,            530 ,             740 ,      0.7162 ,  0.9841
       3717 ,      73618500.0 ,                 640 ,                1420 ,            500 ,             740 ,      0.6757 ,  0.984
       3718 ,      66402000.0 ,                 650 ,                1520 ,            410 ,             850 ,      0.4824 ,  0.9805
       3719 ,      72751500.0 ,                 600 ,                 880 ,            520 ,             720 ,      0.7222 ,  0.9821
       3720 ,      75352500.0 ,                 630 ,                2120 ,            500 ,             780 ,      0.641  ,  0.981
       3721 ,      75811500.0 ,                 620 ,                 550 ,            530 ,             750 ,      0.7067 ,  0.9826
       3724 ,      78846000.0 ,                 650 ,                1430 ,            490 ,             810 ,      0.6049 ,  0.9828
       3725 ,     156774000.0 ,                 670 ,                1160 ,            690 ,            1150 ,      0.6    ,  0.9828
       3726 ,      41820000.0 ,                 640 ,                 120 ,            690 ,             310 ,      2.2258 ,  0.9812
       3727 ,      87031500.0 ,                 660 ,                2170 ,            530 ,             840 ,      0.631  ,  0.9783
       3728 ,      99220500.0 ,                 650 ,                 680 ,            550 ,             960 ,      0.5729 ,  0.9818
       3729 ,     100623000.0 ,                 670 ,                1180 ,            560 ,             880 ,      0.6364 ,  0.9851
       3730 ,      56788500.0 ,                 680 ,                2170 ,            400 ,             700 ,      0.5714 ,  0.9794
       3731 ,     204586500.0 ,                 660 ,                1820 ,            610 ,            1600 ,      0.3812 ,  0.9745
       3732 ,     173400000.0 ,                 670 ,                 600 ,            650 ,            1250 ,      0.52   ,  0.9757
       3733 ,      59517000.0 ,                 620 ,                2130 ,            450 ,             670 ,      0.6716 ,  0.9813
       3734 ,      60588000.0 ,                 600 ,                 530 ,            480 ,             660 ,      0.7273 ,  0.9753
       3735 ,      66555000.0 ,                 630 ,                1220 ,            460 ,             700 ,      0.6571 ,  0.9832
       3736 ,      51790500.0 ,                 620 ,                 910 ,            380 ,             660 ,      0.5758 ,  0.9864
       3737 ,      73644000.0 ,                 650 ,                1270 ,            500 ,             750 ,      0.6667 ,  0.9838
       3738 ,      83104500.0 ,                 630 ,                 500 ,            550 ,             790 ,      0.6962 ,  0.978
       3739 ,      63036000.0 ,                 640 ,                 790 ,            460 ,             710 ,      0.6479 ,  0.9821
       3740 ,      76168500.0 ,                 680 ,                 990 ,            460 ,             810 ,      0.5679 ,  0.9787
       3742 ,      56712000.0 ,                 660 ,                 550 ,            510 ,             590 ,      0.8644 ,  0.9817
       3743 ,      94503000.0 ,                 630 ,                1030 ,            540 ,             860 ,      0.6279 ,  0.9825
       3744 ,      60919500.0 ,                 660 ,                2040 ,            440 ,             710 ,      0.6197 ,  0.9827
       3745 ,      54391500.0 ,                 640 ,                 390 ,            400 ,             690 ,      0.5797 ,  0.9788
       3746 ,      63418500.0 ,                 660 ,                1620 ,            460 ,             740 ,      0.6216 ,  0.9792
       3747 ,     175287000.0 ,                 640 ,                1410 ,            720 ,            1270 ,      0.5669 ,  0.9735
       3748 ,      92437500.0 ,                 630 ,                 260 ,            720 ,             590 ,      1.2203 ,  0.9859
       3750 ,      80554500.0 ,                 670 ,                2090 ,            500 ,             850 ,      0.5882 ,  0.9775
       3751 ,      77265000.0 ,                 650 ,                 480 ,            500 ,             800 ,      0.625  ,  0.9813
       3752 ,      69079500.0 ,                 680 ,                1810 ,            430 ,             790 ,      0.5443 ,  0.9827
       3753 ,      49648500.0 ,                 660 ,                 240 ,            430 ,             540 ,      0.7963 ,  0.9842
       3754 ,      61327500.0 ,                 680 ,                1870 ,            470 ,             640 ,      0.7344 ,  0.9845
       3755 ,      56457000.0 ,                 660 ,                 260 ,            480 ,             570 ,      0.8421 ,  0.9791
       3756 ,      63775500.0 ,                 650 ,                1060 ,            470 ,             690 ,      0.6812 ,  0.9742
       3757 ,      73057500.0 ,                 610 ,                1820 ,            470 ,             750 ,      0.6267 ,  0.9821
       3758 ,      66427500.0 ,                 640 ,                1920 ,            470 ,             700 ,      0.6714 ,  0.9832
       3759 ,      66937500.0 ,                 640 ,                1250 ,            470 ,             710 ,      0.662  ,  0.9769
       3760 ,     108502500.0 ,                 650 ,                1160 ,            520 ,            1000 ,      0.52   ,  0.9871
       3761 ,      64719000.0 ,                 710 ,                2130 ,            480 ,             690 ,      0.6957 ,  0.981
       3762 ,      68977500.0 ,                 700 ,                 540 ,            520 ,             710 ,      0.7324 ,  0.9783
       3763 ,      82237500.0 ,                 640 ,                1720 ,            540 ,             770 ,      0.7013 ,  0.9841
       3764 ,      73950000.0 ,                 650 ,                1400 ,            510 ,             730 ,      0.6986 ,  0.9836
       3765 ,      81957000.0 ,                 630 ,                1240 ,            550 ,             750 ,      0.7333 ,  0.9867
       3766 ,      63367500.0 ,                 650 ,                 900 ,            500 ,             650 ,      0.7692 ,  0.9844
       3767 ,      65713500.0 ,                 700 ,                 790 ,            500 ,             700 ,      0.7143 ,  0.9827
       3768 ,      80554500.0 ,                 620 ,                 550 ,            560 ,             730 ,      0.7671 ,  0.9865
       3770 ,      51433500.0 ,                 610 ,                 490 ,            420 ,             600 ,      0.7    ,  0.9766
       3771 ,      95676000.0 ,                 660 ,                1700 ,            510 ,            1080 ,      0.4722 ,  0.948
       3772 ,      71451000.0 ,                 650 ,                 270 ,            540 ,             620 ,      0.871  ,  0.9838
       3773 ,      79356000.0 ,                 640 ,                1070 ,            510 ,             790 ,      0.6456 ,  0.9832
       3776 ,      67779000.0 ,                 620 ,                1580 ,            450 ,             740 ,      0.6081 ,  0.9843
       3777 ,     109293000.0 ,                 650 ,                1690 ,            590 ,             920 ,      0.6413 ,  0.9873
       3780 ,      46180500.0 ,                 610 ,                1400 ,            430 ,             560 ,      0.7679 ,  0.9806
       3782 ,      52657500.0 ,                 630 ,                 990 ,            400 ,             660 ,      0.6061 ,  0.9781
       3783 ,     134691000.0 ,                 670 ,                2020 ,            600 ,            1080 ,      0.5556 ,  0.9814
       3784 ,     137037000.0 ,                 650 ,                 570 ,            610 ,            1110 ,      0.5495 ,  0.979
       3785 ,      56125500.0 ,                 650 ,                 740 ,            430 ,             650 ,      0.6615 ,  0.9815
       3786 ,      90754500.0 ,                 620 ,                1810 ,            520 ,             860 ,      0.6047 ,  0.9864
       3787 ,      72165000.0 ,                 600 ,                 300 ,            490 ,             670 ,      0.7313 ,  0.9817
       3788 ,      66708000.0 ,                 630 ,                1840 ,            490 ,             690 ,      0.7101 ,  0.9837
       3789 ,      58522500.0 ,                 610 ,                 270 ,            470 ,             600 ,      0.7833 ,  0.977
       3791 ,      52759500.0 ,                 690 ,                 250 ,            460 ,             540 ,      0.8519 ,  0.9772
       3792 ,      58293000.0 ,                 660 ,                1840 ,            430 ,             670 ,      0.6418 ,  0.9846
       3793 ,      45951000.0 ,                 640 ,                 240 ,            400 ,             540 ,      0.7407 ,  0.9748
       3795 ,      61072500.0 ,                 630 ,                1660 ,            410 ,             770 ,      0.5325 ,  0.9767
       3796 ,      65892000.0 ,                 670 ,                1780 ,            450 ,             840 ,      0.5357 ,  0.9733
       3797 ,     139842000.0 ,                 670 ,                1860 ,            430 ,            1520 ,      0.2829 ,  0.9717
       3798 ,     160548000.0 ,                 660 ,                 830 ,            430 ,            1800 ,      0.2389 ,  0.9508
       3799 ,      71425500.0 ,                 650 ,                2250 ,            520 ,             660 ,      0.7879 ,  0.9831
       3800 ,      77800500.0 ,                 630 ,                 700 ,            540 ,             730 ,      0.7397 ,  0.9852
       3802 ,     113551500.0 ,                 630 ,                 920 ,            610 ,             940 ,      0.6489 ,  0.9829
       3803 ,      48424500.0 ,                 630 ,                2270 ,            400 ,             620 ,      0.6452 ,  0.9838
       3804 ,      51280500.0 ,                 620 ,                 670 ,            430 ,             650 ,      0.6615 ,  0.9785
       3805 ,      69793500.0 ,                 630 ,                1350 ,            500 ,             730 ,      0.6849 ,  0.9826
       3806 ,      47863500.0 ,                 640 ,                2290 ,            400 ,             570 ,      0.7018 ,  0.9807
